Tenth,Twelfth,CGPA,Internships,Projects,Aptitude,Soft skills,Leadership,Extracurricular,Certifications,Backlogs,DSA,Lang,Probability
88.92,85.4,7.23,3,1,68.04,90.06,70.35,37.69,0,0,54.25,2,62
75.22,65.11,8.65,1,0,80.06,100,96.57,53.82,0,0,54.1,3,63.3
78.17,71.74,5.27,2,3,51.3,52.79,69.79,64.36,0,0,61.93,1,52.4
83.1,66.29,6.03,2,1,60.7,66.77,78.86,64.36,0,1,71.97,0,54.3
67.75,72.42,7.67,0,3,78.16,54.55,65.71,86.37,1,0,55.91,2,57.5
75.54,80.68,7.27,1,0,100,62.83,72.89,42.6,3,0,43.01,3,60.1
76.26,54.81,7.26,1,2,42.71,65.44,76.53,55.04,1,1,40.11,1,51
65.44,85.2,7.67,0,1,72.91,87.43,85.24,96.57,1,0,91.97,2,64.2
98.18,60.47,7.21,2,1,88.95,46.64,32.1,35.72,0,0,97.39,2,56.8
60.93,69.62,6.44,2,2,97.45,78.8,59.52,55.96,0,0,65.79,1,56.5
62.02,86.68,7.63,1,2,67,79.39,45.35,92.61,0,1,51.35,2,56.8
88.14,76.61,7.02,1,2,89.43,54.25,23.66,94.49,0,0,58.01,0,56
82.13,76.73,6.55,1,2,81.11,68.36,76.19,59.59,1,1,54.67,0,56.8
64.74,60.01,7.69,2,1,96.65,59.4,59.57,42.26,5,0,63.09,3,59.4
81.07,61.52,7.65,1,1,67.03,69.83,53.16,55.05,1,0,62.73,1,55.3
89.68,83.35,7.21,1,2,71.47,95.75,68.7,61.01,0,0,36.63,2,61.1
74.7,66.52,8.72,2,0,60.72,54.92,79.28,59.76,4,0,47.06,4,60.9
100,67.56,8.33,2,5,65.58,72.46,76.34,89.19,0,1,88.31,1,66.1
57.76,83.6,8,0,3,65.5,54.19,53.37,47.49,2,1,65.66,3,55.1
81.94,61.45,9.57,0,3,57.78,78.89,67.57,69.85,1,0,69.94,3,62.4
86.67,75.96,6.85,1,0,96.95,72.82,82.61,60.09,1,0,34.51,2,59.9
83.91,73.47,6.54,0,1,70.95,76.93,26.02,63.04,1,0,73.16,4,55.6
72.96,72.97,7.86,1,0,62.8,60.08,46.24,65.16,1,0,62.63,1,54.4
72.1,67.3,6.75,3,0,63.99,50.88,63.25,49.43,3,0,64.17,5,57.3
79.44,66.62,7.01,1,3,46.79,44.16,34.96,80.19,2,1,86.18,0,52.1
83.16,61.14,6.01,0,1,79.17,68.14,44.18,71.89,1,1,38.35,1,50.1
81.02,78.31,7.61,2,2,57.04,76.06,90.97,71.75,0,0,77.23,0,62
85.4,65.65,5.53,0,1,60.81,73.93,69.38,44.4,0,2,95.34,1,51.4
64.81,83.66,6.9,1,0,87.06,79.04,64.36,93.01,1,1,63.22,1,58.3
72.72,70.53,6.98,1,4,61.95,59.92,45.33,64.63,1,0,56.41,1,54
65.6,61.36,6.56,0,2,76.9,66.57,56.68,52.7,3,0,47.91,1,52
71.14,70.38,5.24,0,3,61.73,32.81,37.8,42.14,1,0,46.28,2,45.2
85.15,68.48,5.24,0,0,62.36,65.95,59.13,47.65,1,4,56.12,4,47.6
76.08,84.1,6.25,0,1,60.56,94.11,29.45,56.86,1,0,60.42,1,53.4
100,68.94,7.54,0,3,67.26,70.78,91.15,0,1,1,39.95,1,56.3
76.93,69.96,7.29,1,2,49.17,98.03,46.98,93.4,1,1,100,1,59.2
75.6,88.53,6.98,1,5,81.44,74.52,44.49,73.84,2,1,60.86,1,60
76.06,78.59,6.12,1,0,100,82.97,62.83,84.65,1,0,71.05,2,60.6
68.62,91.29,7.34,0,2,78.93,78.69,73.16,57.64,0,0,68.57,4,61.3
74.42,86.85,5.2,1,0,56.16,80.5,66.66,82.11,2,0,40.86,0,53.8
86.28,63.24,4.6,1,5,80.14,72.92,79.06,74.38,0,1,83.33,2,57.2
76.14,83.89,6.76,1,0,46.84,80.79,48.55,67.01,0,1,93.84,1,55
67.07,89.78,6.45,1,6,58.47,60.38,67.49,54,1,0,82.29,1,58.2
65.75,89.86,8.01,1,0,63.43,88.12,65.44,70.34,1,0,84.02,2,61.8
70.5,83.87,7.16,1,2,85.68,91.38,73.49,73.11,0,0,100,2,64.3
75.74,83.64,8.65,2,2,80.47,73.92,73.98,74.74,1,2,100,2,65.5
86.94,69.67,6.45,0,3,48.59,62.6,81.75,57.38,1,1,98.62,2,56.9
61.6,63.79,7.49,3,3,82.21,49.91,100,51.23,1,0,75.52,3,61.1
71.8,69.13,6.75,1,1,61.67,73.76,62.36,62.44,3,1,54.64,1,54.3
76.44,54.69,8.38,1,5,79.12,67.71,42.61,66.53,3,1,46.68,1,57.1
56.66,87.77,6.8,0,3,58.61,58.31,54.51,78.8,1,0,75.88,3,55.7
66.66,69.88,7.85,2,0,68.41,53.24,58.07,39.58,2,0,10.1,2,51.9
68.2,87.2,5.92,2,1,57.63,52.22,78.36,36.24,1,1,50.41,1,51.9
67.04,59.45,6.58,1,4,68.46,68.93,78.08,56.14,0,1,81.19,1,54.5
76.92,84.91,6.92,2,3,52.2,75.25,70.14,55.75,3,1,36.85,1,57.7
73.39,67.56,8.26,0,2,57.2,75.85,67.96,56.21,0,1,71.75,3,56.8
69.45,58.87,4.8,1,2,60.46,100,58.8,100,0,0,82.31,2,54.7
79.28,90.9,6.67,1,4,55.44,78.92,64.91,92.2,1,0,58.89,1,60.7
92.23,85.18,6.63,0,1,64.32,84.69,40.05,72.74,0,0,62.22,3,58
91.39,75.33,4.92,1,2,71.26,68.09,63.21,48.13,0,0,60.43,5,56.1
55.77,73.37,6.54,0,0,89.9,47.14,69.02,73.69,0,0,51.64,1,51.1
80.77,77.83,5.46,1,2,53.21,61.67,85.02,52.87,1,0,77.71,2,56
73.22,75.14,4.67,1,2,54.44,94.85,34.6,64.64,0,0,67.94,1,50.8
76.55,64.28,6.74,2,4,70.5,55.61,72.02,60.26,1,0,97.59,2,59.6
71.02,68.47,6.7,1,0,45.47,69.24,100,46.51,1,1,59.25,0,52.5
76.18,94.57,6.76,0,3,73.67,68.73,70.05,23.29,1,1,74.75,0,56.4
76.51,100,7.25,2,3,70.23,91.17,61.53,27.58,0,0,59.09,1,61.1
69.21,90.19,6.12,0,1,78.17,76.18,78.38,73.1,1,0,100,0,59.5
66.04,78.26,8.79,1,1,100,77.16,65.68,62.99,0,2,59.9,6,62.4
70.51,69.28,6.97,1,0,70.88,65.81,42.5,79.77,0,0,6.34,1,49.6
77.34,64.22,8.29,0,2,61.9,34.46,63.57,72.04,0,1,66.94,3,54.1
80.99,64.94,5.32,1,2,84.43,62.13,78.97,99.87,0,0,72.19,3,58.3
83.53,66.91,6.17,1,0,69.82,67.69,22.09,64.06,1,0,56.19,0,50.1
70.06,96.66,7.69,1,2,67.54,70.59,57.19,57.76,0,0,89.92,2,61
77.84,92.87,6.77,0,2,96.81,57.79,39.51,39.47,0,1,80.05,4,57.4
84.63,81.21,5.93,1,4,81.26,46.89,63.89,63.76,1,0,68.61,3,58.7
86.66,62.43,5.16,0,1,55.73,79.51,76.56,69.34,3,1,87.41,2,55.4
74.41,82.82,7.73,0,4,56.17,63.21,60.94,55.35,1,0,40.87,4,57.5
72.79,70.38,7.65,4,0,49.97,67.88,54.87,68.18,1,0,35.38,4,57.3
76.91,49.32,7.24,1,3,53.49,42,49.51,62.47,3,2,62.43,2,50.2
63.5,76.16,6.5,0,2,86.93,64.41,49.69,88.69,2,0,87.63,1,57.1
73.06,63.74,5.89,4,2,62.38,78.75,77.49,60.68,0,1,79.37,5,59.3
82.45,64.11,6.95,3,0,43.21,72.74,76.05,60.51,0,0,46.18,0,54.3
81.42,70.25,5.68,0,2,76.86,61.84,98.82,68.83,1,1,36.86,0,53.7
72.3,67.52,6.25,1,1,72.54,59.93,74.63,95.22,1,0,77.09,1,56.7
77.18,72.62,8.26,0,1,63.27,65.22,84.7,60.7,0,0,73.74,1,58.5
66.75,72.09,5.15,0,2,60.45,73.43,43.45,49.7,1,0,53.1,2,48.6
82.03,52.37,7.68,2,2,70.27,73.28,60,65.71,1,1,76.76,2,58
74.22,89.72,8.49,2,3,71.1,76.38,41.24,55.17,0,0,48,2,60.4
72.24,62.18,7.82,3,1,76.02,80.32,59.68,34.7,0,1,63.59,8,60.3
71.38,62.52,7.4,0,3,43.77,69.7,53.55,74.69,0,0,61.08,1,52.2
74.37,69.39,6.54,2,4,53.52,93.89,70.79,27.77,1,1,45.93,1,54.8
70.52,71.81,6.35,0,2,63.28,77.93,63.78,40.97,0,0,24.86,3,51.2
81.58,89.05,4.75,1,1,49.99,56.85,77.15,50.64,3,1,41.21,1,51.7
71.05,75.96,7.04,2,2,77.16,73.02,88.61,78.92,0,0,67.39,5,63.4
90.93,79.23,6.6,2,3,80.13,76.03,70.95,69.93,1,0,100,2,65.3
89.65,76.02,6.3,2,2,60.9,79.4,63.55,89.59,1,0,67.44,0,59.7
66.08,75.55,6.98,2,2,79.95,61.59,68.52,69.75,0,0,51.85,2,57.2
75.7,76.41,7.06,0,4,73.4,38.71,100,55.88,1,0,89.16,3,60.5
68.49,51.74,6.36,1,2,73.49,89.74,48.75,27.66,0,0,89.44,2,52.8
71.73,70.25,8.61,1,3,26.83,66.52,65.63,53.64,1,1,63.61,3,55.7
95.02,85.78,7.73,0,2,67.08,36.54,45.31,72.95,1,2,61.99,0,54.5
71.92,100,7.9,2,3,61.02,63.86,58.42,35.79,1,0,81.43,0,60.3
78.6,59.75,6.9,1,2,67.88,79.13,76.47,69.8,3,1,60.47,3,58.7
80.41,77.65,7.51,1,4,63.62,51.95,72.25,63.31,0,0,50.36,4,59.1
64.99,66.72,6.1,0,1,52.02,51.75,66.47,57.49,1,0,66.69,3,50.2
66.45,95.52,7.67,0,1,64.98,64.26,35.07,56.89,0,0,66.25,1,54.3
62.94,58.11,6.8,1,3,63.78,69.59,81.16,49.65,0,0,39.83,6,54.9
66.14,79.87,5.98,0,0,83.53,59.28,91.23,33.74,0,1,71.25,2,53.2
46.5,57.52,6.98,0,0,67.89,62.48,33.45,1.56,1,2,65.5,0,40.8
80.45,69.5,6.71,0,3,61.43,80.17,77.03,82.63,2,1,66.26,3,59.2
95.54,72.62,9.32,0,1,51.3,68.22,40.74,64.67,1,2,63.12,2,57.1
76.48,84.77,7.44,1,3,100,45.76,84.82,70.86,2,0,54.11,0,61.7
60.84,61.15,8.58,0,0,84.92,85.8,81.79,68.39,0,0,73.14,2,59.3
68.57,80.3,8.13,1,3,72.47,65.23,92.23,67.27,0,0,71.97,1,61.7
70.41,73.21,7.04,0,3,48.72,54.37,54.74,100,0,1,86.36,2,54.4
64.82,76,6.56,3,2,47.23,65.18,52.84,67.27,2,0,100,2,57.7
83.6,83.54,5.26,1,2,95.07,48.13,100,81.94,3,0,53.89,1,60.8
83.1,58.89,6.13,1,2,94.17,68.14,61.56,44.71,0,1,52.35,3,54.2
63.45,81.92,7.66,2,2,74.12,76.23,55.22,68.53,1,1,83.89,3,60.6
82.25,66.74,6.7,0,1,57.85,59.4,49.37,100,2,0,100,1,56.6
90.27,85.05,7.38,2,1,61.77,63.39,35.95,69.24,0,1,74.7,5,59.7
94.03,76.68,4.97,1,1,56.97,59.12,57.66,53.7,0,0,85.09,2,53.8
100,70.7,7.45,0,0,100,78.89,82.72,59.87,0,2,52.29,6,62.6
65.98,66.51,8.1,1,2,66.94,64.34,36.28,24,2,1,70.37,1,52.2
100,82.06,5.22,1,1,82.18,59.25,63.05,42.57,0,0,50.87,2,55.5
71.46,86.87,7.37,1,3,84.3,70.17,65.74,71.31,1,0,29.38,1,58.9
69.08,67.14,8.34,0,2,50.73,63.82,40.38,72.55,1,0,10,3,51.4
78.27,60.54,8.68,0,2,71.18,65.9,37.36,69.01,1,0,92.93,3,58.7
69.18,80.64,6.5,3,0,65.78,55.93,62.28,46.14,1,0,68.84,4,56.9
78.99,57.07,7.78,1,1,89.32,77.32,85.73,64.73,0,0,45.34,1,58.6
61.8,58.64,8.43,2,2,79.05,61.94,44.35,88.37,0,1,100,2,58.1
72.61,61.31,7.4,3,2,69.19,63.57,54.98,27.76,2,1,70.01,2,55.4
87.86,68.43,8.29,0,1,72.21,70.81,64.33,54.91,0,0,44,3,58
74.43,58.3,6.96,2,1,59.71,97.42,96.37,52.28,1,1,66.85,1,58.1
76.42,51.67,7.39,1,2,55.76,80.52,78.91,66.05,1,0,88.56,3,58.9
79.75,60.51,6.38,1,3,58.65,57.94,95.77,38.97,1,1,55.79,3,54.5
86.71,80.07,6.84,1,2,77.43,49.19,81.69,42.45,1,1,55.02,4,58.4
58.45,59.01,7.43,1,1,83.78,72.85,85.31,71.52,0,0,94.54,4,60
80.85,69.26,6.3,0,5,79.48,59.21,33.46,51.39,0,0,64.99,1,52.7
72.32,94.41,6.78,1,2,46.5,64.55,13.65,74.63,1,0,54.75,2,53
76.67,72.46,7.76,1,1,74.85,65.25,82.8,67.69,4,0,46.76,1,60.5
85.6,76.77,9.05,0,1,79.2,66.33,72.44,77.56,3,0,42.69,3,63.8
63.06,62.59,4.95,1,3,95.56,64.77,21.91,39.88,1,0,34.06,0,45.7
64.87,96.8,8.98,1,2,49.96,60.83,48.79,87.63,2,0,66.4,3,61.7
55.65,67.05,6.74,2,2,86.1,35.85,55.9,66.81,2,1,83.42,1,53.3
69.51,70.49,7.96,0,1,93.91,70.79,80.28,79.56,2,0,65.08,5,63.4
88.3,87.49,8.16,0,1,53.57,77.29,66.63,32.2,0,1,54.88,1,56.6
73.79,71,8.56,0,3,79.75,53.86,81.9,57.11,2,0,29.43,3,59.2
61.6,73.53,6.27,0,3,44.58,78.81,40.65,60.93,1,1,82.75,3,51.6
70.14,69.9,6.77,2,4,69.62,72.61,31.26,69.48,1,0,38.96,4,55.7
60.12,69.98,6.95,1,2,54.42,69.82,26.23,85.14,0,0,36.25,0,48.6
63.75,77.08,6.64,0,1,80.23,70.76,74.8,53.37,0,0,88.84,2,56.6
78.89,79.08,8.32,0,2,69.25,79.1,62.28,31.78,0,0,87.4,1,59.2
63.26,65.92,6.92,1,0,64.76,76.15,67.31,20.36,1,0,53.8,2,51.7
86.13,64.57,5.38,0,1,79.16,44.32,68.47,53.88,3,0,74.08,2,53.8
74.29,66.3,6.37,1,4,57.21,87.43,23.77,73.81,2,0,72.78,3,55.9
75.86,57.59,5.42,1,3,70.3,76.32,63.06,69.82,1,1,98.93,1,54.7
72.22,55.51,6.77,0,1,80.43,53.11,85.38,59.6,0,0,40.76,3,52.8
82.73,76.27,7.67,2,2,65.02,41.18,86.75,74.44,1,0,72.31,4,62.4
82.83,83.32,6.35,0,1,71.97,49.85,50.9,96.4,0,1,43.54,3,53.9
78.35,82.58,6.6,1,1,66.18,86.72,52.22,96.27,2,1,89.15,0,59.5
80.65,46.8,6.73,1,3,91.46,66.32,73.51,85.5,0,1,97.31,0,57.5
72.88,70.3,7.14,0,3,91.18,79.81,65.59,74.68,0,0,88.84,1,60.1
80.42,60.88,7.52,1,4,68.77,98.43,39.78,47.41,2,0,37.4,2,57.1
71.62,74.58,7.81,1,1,68.25,50.68,56.27,99.77,1,0,49.46,1,56.3
75.02,68.4,9.26,1,2,54.84,50.09,79.18,84.49,1,0,63.72,1,59.9
72.25,79.51,7.12,0,0,100,67.74,44.39,64.31,0,1,87.23,5,58.4
70.43,72.79,7.74,2,0,81.74,72.47,100,38.68,1,2,93.59,1,60.2
68.11,52.14,5.41,0,1,83.52,79.5,64.46,74.71,1,2,48.03,2,49.3
79.68,62.36,6.62,0,2,91.4,54.07,56.4,78.83,1,0,59.73,1,54.9
88.11,73.06,6.73,0,2,69.28,58.05,83.65,61.21,0,2,89.21,1,56.3
86.71,73.99,5.98,0,2,65.98,88.72,71.91,30.56,0,1,56.51,2,54.3
62.43,57.54,6.46,3,3,92.37,74.08,78.8,51.04,1,1,42.84,3,56.7
87.89,56.1,6.89,2,2,61.88,72.71,32.64,68.61,1,0,83.18,3,56.9
71.82,73.62,6.5,1,4,67.28,61.33,68.38,84.53,1,0,79.76,3,59.3
81.01,57.56,9.6,0,3,74.67,87.74,79.11,60.91,2,0,85.41,1,64.8
65.94,54.65,7.51,0,1,53.76,83.92,68.77,45.27,0,0,61.38,1,51.6
76.42,68.1,9,1,2,82.02,67.55,81.53,16.46,0,0,75.05,0,59.4
78.14,67.63,8.49,0,0,78.25,43.03,95.21,99.25,1,0,45.02,6,62
60.15,63.34,6.36,0,1,61.89,82.1,80.26,60.62,0,1,51.69,2,51
81.08,65.26,7.04,2,1,87.47,76.02,66.09,45.45,4,0,73.57,3,62.1
88.46,73.15,6.57,1,0,52.41,69.36,98.27,23.26,1,0,74.92,5,59.1
73.25,65.08,6.84,1,3,64.45,85.56,91.92,50.31,2,1,80.39,2,59.6
88.6,73.78,6.02,1,7,92.41,74.83,85.28,90.91,2,0,53.78,5,67
73.1,68.81,6.56,2,1,68.02,63.53,55.33,35.26,0,0,81.8,1,53.6
83.5,74.84,7.36,1,2,47.75,83.02,48.13,78.03,1,2,71.25,2,56.6
52.81,82.66,7.33,4,2,73.64,71.3,59.74,41.58,0,1,92.28,1,58
99.19,82.23,7.25,2,1,65.78,81.82,72.97,60.99,2,1,71.59,0,62.6
89.95,87.17,6.94,1,3,77.86,70.12,55.03,78.26,2,0,95.45,4,65.8
72.15,82.22,7.86,1,3,86.45,76.41,68.07,34.22,1,0,74.24,3,62.2
55.28,75.62,6.74,1,1,68.99,90.18,71.89,77.6,0,2,60.24,2,54.5
77.88,68.23,8.39,2,3,34.42,88.96,89.27,66.35,1,0,67.04,3,62.9
60.56,68.73,5.15,0,3,78.39,59.99,99.13,66.33,1,0,46,3,53.8
79.45,63.34,7.66,0,1,54.85,81.93,65.69,59.13,0,0,59.67,0,54.2
79.12,73.05,7.49,1,4,77.65,58.86,49.41,72.46,1,0,74.3,2,59.5
65.59,80.67,6.33,2,3,82.98,79.92,81.13,56.86,2,0,96.75,2,63.1
86.21,65.02,6.64,1,1,85.94,66.01,52.03,29.54,0,0,59.86,2,54.2
83.06,72.59,7.46,1,2,82.73,45.37,43.29,58.08,1,1,95.33,2,57.3
84.76,65.55,7.92,0,1,65.37,72.34,90.32,98.2,0,1,62.95,4,61.1
75.09,75.3,5.25,4,3,68.24,83.76,53.85,56.66,1,0,78.06,5,60.6
60.84,66.96,7.63,3,1,76.41,77.05,89.67,57.73,0,0,8.78,1,56
84.78,64.87,6.54,0,1,82.22,55.05,40.79,36.11,0,0,78.56,2,52.2
72.3,65.52,8.13,0,1,55.16,72.04,80.95,100,0,0,100,2,60.5
61.1,78.54,5.16,0,0,83.82,66.01,100,24.62,1,1,94.48,1,53.2
88.52,71.94,9.45,1,1,42.76,80.18,38.71,58.07,1,0,68.83,1,59
95.99,68.29,6.11,0,1,38.7,83.51,76.62,49.57,0,1,57.27,4,54.4
74.59,75.88,8.43,0,5,45.23,48.58,56.25,50.88,1,1,78.04,0,54.6
96.59,68.44,6.93,1,2,77.81,69.47,46.44,42.27,3,0,66.85,3,59.6
75.91,85.39,6.18,1,1,79.33,54.47,100,60.28,1,0,51.13,2,58.6
71.2,62.29,7.27,1,3,73.03,70.98,43.32,44.35,1,1,63.79,2,53.5
68.7,70.94,8.03,0,1,61.54,47.2,75.82,38.48,1,0,71.48,2,54.5
91.37,57.55,5.45,0,0,77.1,67.08,47.41,8.42,2,2,76.29,4,49.7
67.2,69.18,7.7,3,3,59.94,72.25,67.8,37.82,1,0,55.07,4,58.9
82.35,54.52,6.99,0,0,65.11,33.68,67.02,65.52,0,0,61.43,1,49.8
69.41,81.21,7.58,2,3,57.45,63.98,77.2,88.25,0,0,95.71,3,63.1
70.4,81.43,7.01,1,1,79.7,45.54,64.01,42.59,0,1,54.81,0,51.9
85.3,81.63,6.43,1,3,61.29,80.45,64.64,72.36,0,1,68.55,4,59.7
71.2,73.32,5.89,0,0,75.81,38.86,71.98,56.12,2,0,78.24,0,51.6
70.95,63.32,7.67,1,4,71.32,62.7,74.57,48.93,1,0,22.45,2,55.2
86.33,64.2,7.67,2,4,94.01,87.71,83.89,52.48,0,0,87.52,7,69.2
90.97,89.83,7.66,2,1,71.04,52.3,56.51,40.34,0,1,100,1,60
81.45,88.79,7.43,1,3,88.66,56.99,38.95,43.06,1,0,53.1,2,58.2
68.45,74.35,7.94,1,1,82.13,66.87,49.55,48.98,0,1,88.53,2,56.8
69.89,67.33,8.41,3,1,53.15,68.8,74.75,59.83,0,0,93.16,4,61.8
75.8,88.05,5.12,1,3,61.65,33.15,41.69,36.76,1,1,60.15,4,49.8
78.21,65.36,4.66,2,3,65.91,64.07,40.83,62.54,2,0,75.12,2,52.9
65.12,75.52,8.72,2,0,78.17,78.4,45.37,46.8,0,0,61.39,0,56.8
82.23,87.87,5.66,2,3,81.64,100,51.63,68.28,0,0,91.74,2,62.9
75.86,63.8,5.91,2,2,79.8,56.57,47.22,79.16,4,2,89.54,0,54.9
57.84,82.12,6.71,0,0,58.07,63.56,66.14,64.38,3,0,93.39,1,55.2
65.71,78.73,5.35,2,1,69.72,74.1,62.26,12.56,1,0,77.83,2,53.1
69.96,72.57,6.62,1,2,63.73,55.77,76.27,49.06,1,0,36.99,3,53.8
74.27,62.07,6.05,2,1,75.53,90.23,50.38,47.97,0,2,61.91,4,53.6
93.89,65.03,6.77,1,5,45.6,67.46,79.37,58.98,1,0,27.74,4,57.8
77.38,76.18,7.28,0,2,69.64,71.3,45.93,49.29,1,1,43.24,0,52.2
66.59,57.34,6.66,2,1,43.56,76.05,100,56.95,0,0,88.99,3,56.9
77.21,74.44,6.61,2,2,53.73,42.33,36.24,59.49,1,1,85.48,4,53.8
71.48,78.95,7.26,0,2,94.48,72.12,65.68,76.26,0,1,51.35,5,59.6
78.25,83.84,8.04,0,0,95.41,58.54,72.67,50.91,1,3,56.96,1,56.2
80.81,57.62,8.6,0,3,60.24,54.94,80.18,14.75,1,0,83.87,2,56.8
87.09,87.48,6.78,0,2,77.39,74.89,29.83,73.62,1,2,77.46,1,56.3
74.76,91.65,8.82,0,0,77.23,84.94,41.1,60.9,0,0,54.08,4,60.8
91.39,77.51,7.88,3,3,90.49,67.99,62.16,44.65,1,0,46.77,2,63.5
84.08,61.58,5.77,0,4,73.69,91.05,53.05,40.65,1,1,99.2,1,55.5
67.93,69.39,5.74,1,5,54.28,64.47,76.45,62.12,1,0,67.65,2,54.9
97.1,72.48,6.42,3,1,57.7,42.17,55.85,51.04,1,1,66.45,2,55.2
78.27,75.98,8.44,0,3,75.94,50.52,78.6,97.46,1,3,86.57,4,61.7
66.65,73.24,6.5,1,3,42.59,90.88,31.32,77.66,1,0,55.14,0,52
91.53,76.09,5.11,1,0,44.27,94.73,89.01,64.23,2,1,42.42,2,55.8
95.78,72,6.77,1,1,82.68,73.44,96.78,80.16,3,1,68.59,1,63.7
74.67,75.92,5.02,1,2,100,58.75,90.36,63.2,1,0,57.25,2,57.5
69.96,67.93,5.95,1,2,60.64,63.4,75.64,48.97,0,1,64.34,2,51.7
73.28,69.28,6.41,0,3,67.58,67.35,41.35,38.98,0,2,75.54,1,49.3
82.15,66.66,7.15,3,2,68.79,68.21,61.04,81.31,1,0,91.41,3,62.5
87.78,94.09,8.02,1,1,73.67,76.37,58.17,46.48,0,1,65.57,1,60.3
80.7,89.1,7.69,0,1,57.17,73.15,64.93,82.07,1,1,49.45,2,58.2
76.02,79.11,5.82,3,1,68.46,50.12,55.39,73.89,3,0,64.23,5,58.9
89.98,87.58,6.63,0,0,81.97,51.08,70.4,65.29,2,0,41.26,4,58.9
71.87,81.78,7.08,2,0,61.33,76.15,46.99,69.25,1,1,63.96,0,54.9
85.31,74.99,6.74,1,2,70.16,62,38.43,51.65,1,1,73.05,3,55.4
72.12,56.44,6.73,3,1,85.53,66.79,73.25,59.44,3,0,40.3,3,58.2
79.31,70.12,5.28,1,3,69.52,68.25,75.87,54.59,0,0,43.25,1,53
73.86,69.31,5.85,1,3,46.95,59.87,42.6,60.07,0,1,80.14,3,50.8
74.44,60.54,6.6,1,3,35.89,69.98,69.26,39.97,0,0,74.85,1,51.7
71.23,56.65,4,1,0,52.87,78.35,88.76,69.31,0,0,58.88,2,49.3
88.45,78.42,7.64,0,5,87.75,66.06,64.83,83.19,0,0,35.41,1,60.7
67.67,76.57,5.63,0,4,66.09,88.58,77.86,63,0,0,41.46,4,56.1
67.6,60.16,7.69,2,1,75.21,91.44,30.78,90.26,0,0,57.02,4,57.8
96.21,64.8,7.6,0,0,89.45,55.32,60.52,83.37,0,0,79.49,1,59
84.78,85.77,6.46,1,3,51.31,74.13,60.53,90.29,0,2,80.7,3,58.6
51.15,63.35,8,2,2,100,64.41,76.78,52.6,0,1,60.47,1,56.3
69.35,74.88,7.74,0,4,68.43,56.56,67.71,37,1,1,27.8,1,52.4
56.88,70.91,6.69,0,2,78.04,67.44,82.17,81.84,1,0,63.77,1,55.7
65.49,78.57,6.58,3,3,59.42,35.97,42.42,81,0,0,100,1,55.3
43.61,63.58,8.1,0,2,55.51,79.67,50.94,65.46,1,0,28.06,3,50.7
73.63,73.99,7.23,1,1,70.38,81.01,81.52,32.74,0,0,54.1,5,58.7
63.58,74.86,8.04,1,2,60.85,71.44,79.41,64.27,2,1,53.41,1,57.3
75.6,75.53,4.61,0,0,71.37,82.5,52.73,53.31,1,0,75.36,5,53.8
58.75,73.87,7.1,1,2,38.06,57.52,60.84,78.28,1,0,46.05,2,51.7
75.83,76.79,5.42,1,1,49.39,26.24,54.76,75.14,1,0,100,2,51.6
70.85,97.11,6.97,2,2,62.24,60.78,30.14,52.49,0,0,69.65,1,55.4
90.02,100,7.71,0,2,52.93,49.74,68.56,44.66,1,1,69.69,2,58.6
89.11,65.97,8.74,2,1,100,68.16,40.37,41.83,0,1,85.42,2,60.9
82.85,47.5,6.06,2,2,72.74,89.6,61.5,49.73,1,0,78.56,3,57.1
71.73,79.55,6.47,2,1,74.01,72.43,51.3,61.68,3,0,55.8,0,56.4
94.85,75.05,6.9,1,1,53.62,64.13,58.94,55.77,4,2,68.27,2,57
59.47,84.67,6.03,1,4,59.54,84.66,100,25.96,2,0,27.82,2,56.1
60.96,76.13,7.98,0,3,62.45,93.38,28.81,87.89,0,2,85.94,2,55.8
74.16,73.64,6.93,1,1,87.21,74.66,100,32.05,1,0,52.83,3,59.9
97.54,85.42,7.12,1,2,48.72,58.29,64.23,41.32,2,1,64.93,2,57.9
72.98,86.96,7.62,0,2,64.86,69.85,77.78,53.06,0,1,70.36,1,57.4
73.17,57.75,6.93,0,2,76.62,70.35,34.8,46.56,1,2,87.02,2,51.1
60.58,64.02,6.18,2,1,35.33,65.17,88.23,54.12,1,1,64.15,2,51.1
84.46,71.84,6.94,0,2,45.07,87.34,63.63,60.91,0,1,91.22,5,58.4
84.53,74.08,6.14,2,2,48.94,80.68,54.26,57.73,2,0,63.12,1,56.3
82.89,70.51,7.11,1,3,67.22,50.7,52.47,35.96,1,0,93.78,0,55.4
68.71,77.78,8,3,1,63.16,49.05,24.22,49.96,0,0,56.85,2,53.5
67.93,83.96,5.83,0,1,83.95,59.99,44.94,50.24,0,0,81.37,2,52.9
62.07,91.95,5.47,0,2,36.7,53.09,46.01,35.04,0,0,95.63,2,48.9
75.84,79.37,7.05,1,0,63.78,60.99,44.62,30.15,0,0,100,2,54.6
64.2,63.62,6.23,1,1,87.63,67.98,84.47,48.27,2,0,71.28,1,55.8
63.23,71.38,7.03,0,3,46.39,65.32,71.79,52.17,0,0,100,1,54.2
70.76,72.17,7.32,0,2,68.26,70.57,92.22,100,2,0,76.12,4,63
70.11,78.66,4.86,1,1,81.26,62.99,32.53,76.25,0,0,68.36,0,50.2
69.62,77.27,7.69,0,1,91.11,47.06,47.05,77.36,0,0,84.68,3,57.5
79.66,95.55,5.83,1,1,51.19,53.5,70.96,52.32,3,1,45.96,0,53.3
